,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
1759,"The governments of those countries have said that despite rising public opposition, their support will not waver.",[0 0 0 1 0],1,"All of those governments have said their support will not waver, though public sentiment is rising against it.",[0 0 0 0 0],0,1,-1,3
1768,Three Southern politicians who risked their political careers by fighting against bigotry and intolerance were honored Monday with John F. Kennedy Profile in Courage Awards for 2003.,[0 1 1 0 0],2,Three Southern politicians who ``stood up to ancient hatreds'' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum.,[0 0 1 0 0],1,1,1,1
1770,"A top aide to state Assembly Speaker Sheldon Silver was charged Wednesday with raping an unidentified, 22-year-old female state Assembly employee.",[0 1 1 0 0],2,A top aide to Assembly Speaker Sheldon Silver was arrested yesterday for allegedly raping a 22-year-old legislative staffer after a night on the town.,[0 1 0 0 0],1,1,1,2
1782,And two key shuttle program leaders were out of town during the flight.,[0 1 0 0 0],1,The newspaper also reported that two key leaders were out of town during part of Columbia's flight.,[0 0 0 0 0],0,1,1,1
1790,"The FMI estimates that last year 15.7 percent of the average supermarket's sales and more than half of gross margin went to pay employee costs, including wages and benefits.",[0 1 0 0 0],1,The institute estimates that last year 15.7 per cent of the average supermarket's sales and more than half of gross margin went to pay employee costs.,[0 0 0 0 0],0,1,-1,1
1803,Its keywords are supported by Chinese language Web portals.,[1 0 0 0 0],1,"Chinese language Web portals also support 3721 keywords, the Web site said.",[0 0 0 0 0],0,1,1,0
1810,"""More than 70,000 men and women from bases in Southern California were deployed in Iraq.",[1 1 1 0 0],3,"In all, more than 70,000 troops based in Southern California were deployed to Iraq.",[1 1 0 0 0],2,1,1,2
1820,"The broad Standard & Poor's 500 Index .SPX was up 8.79 points, or 0.96 percent, at 929.06.",[1 1 1 0 0],3,"The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.",[1 1 0 0 0],2,1,1,2
1832,"Bounty hunting is illegal in Mexico, and the bounty hunter was charged with kidnapping.",[1 1 0 0 0],2,"Under Mexican law, bounty hunting is considered a form of kidnapping.",[1 0 0 0 0],1,1,-1,1
1839,"BREAST cancer cases in the UK have hit an all-time high with more than 40,000 women diagnosed with the disease each year, Cancer Re-search UK revealed yesterday.",[0 0 0 1 0],1,"Cases of breast cancer in Britain have reached a record high, with the number of women diagnosed with the disease passing the 40,000 mark for the first time.",[0 0 0 0 0],0,1,1,3
1842,"Rowell, 57, was out of state helping his wife's daughter move when the tragedy occurred, friends said.",[1 0 0 1 0],2,"He was in Cincinnati helping another daughter move when the tragedy occurred, friends said.",[0 0 0 1 0],1,1,-1,0
1846,"""This puts telemarketers on notice that we will take all measures necessary to protect consumers who chose to be left alone in their homes.""",[0 1 0 0 0],1,"""This puts telemarketers on notice that we will take all measures necessary to protect consumers who chose to be left alone in their homes,"" FCC chairman Michael Powell said.",[0 0 0 0 0],0,1,1,1
1854,"Kentucky: Republican Ernie Fletcher, a three-term House member, is battling Democratic state Attorney General Ben Chandler.",[0 0 0 0 1],1,"In Kentucky, Democratic Attorney General Ben Chandler faces U.S. Rep. Ernie Fletcher.",[0 0 0 0 0],0,1,-1,4
1860,"Two schools, Duke and North Carolina, have steadfastly opposed expansion.",[1 1 0 0 0],2,Duke and North Carolina have been resolute in their positions against expansion.,[0 1 0 0 0],1,1,-1,0
1862,"Financial terms of the sale, which is expected to be completed by the end of August, were not disclosed.",[1 1 0 0 1],3,"Financial terms of the deal, expected to close this month, were not released.",[1 1 0 0 0],2,1,-1,4
1868,That I pulled up their shirt and grabbed their breasts and stuff like that: this is not me.,[0 0 0 1 0],1,"""I never grabbed anyone and then pulled up their shirt and grabbed their breasts, and stuff like that.",[0 0 0 0 0],0,1,-1,3
1869,"""The death of al-Ghozi signals that terrorists will never get far in the Philippines,"" Arroyo said in a statement on Monday.",[0 0 0 1 0],1,"""The death of Ghozi signals that terrorists will never get far in the Philippines,"" President Gloria Arroyo said.",[0 0 0 0 0],0,1,1,3
1880,"""Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA,"" he said.",[0 0 0 1 0],1,"Our party will never be the choice of the N.R.A., and I'm not looking to be the candidate of the N.R.A.,"" a reference to the National Rifle Association.",[0 0 0 0 0],0,1,1,3
1885,"""We need the somebody who notices them to come forward,"" he told a news conference to introduce his successor, Brig.Gen. Mastin M. Robeson.",[0 0 0 1 0],1,"""We need the somebody who notices them to come forward,"" he said at a news conference in which he introduced his successor, Brig.Gen. Mastin M. Robeson.",[0 0 0 0 0],0,1,1,3
1887,"""The numbers are starting to change very, very quickly,"" Dr. Julie Gerberding, the CDC's director, told a news briefing Thursday.",[1 1 0 1 0],3,"""The numbers are starting to change very, very quickly,"" Dr. Julie Gerberding, director of the Centers for Disease Control and Prevention, said Thursday.",[1 1 0 0 0],2,1,1,3
1896,"Joe Nichols, who is touring with Jackson, captured new male vocalist honors, riding back-to-back hits The Impossible and Brokenheartedsville.",[0 0 0 0 1],1,"Joe Nichols captured new male vocalist honors, riding back-to-back hits ""The Impossible"" and ""Brokenheartedsville.""",[0 0 0 0 0],0,1,-1,4
1920,"The draft statement said progress on the nuclear issue and the pending trade deal were ""interdependent, indissociable and mutually reinforcing elements"".",[0 1 0 0 0],1,"They said progress towards resolving the nuclear issue and progress in the trade talks were ""interdependent, essential and mutually reinforcing elements of EU-Iran relations"".",[0 0 0 0 0],0,1,1,1
1922,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,[1 1 0 0 0],2,The two flight attendants were in a serious but stable condition last night after being rushed to the Royal Melbourne Hospital.,[0 1 0 0 0],1,1,1,0
1923,"The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.",[1 1 0 0 1],3,"The trial, featuring 125 witnesses, could continue until the start of 2004.",[1 1 0 0 0],2,1,-1,4
1925,"The previous weekend record for an R-rated film was $58 million for ""Hannibal.""",[1 1 1 0 0],3,"The previous biggest R rated opening was ""Hannibal's"" $58 million.",[1 1 0 0 0],2,1,1,2
1936,"Sen. Charles Schumer (D-N.Y.), a supporter of Boxer's bill, sent a letter to President Bush on Wednesday demanding action on the legislation.",[0 0 0 0 1],1,"Sen. Charles Schumer, D-N.Y., sent a letter to President Bush Wednesday demanding action on the legislation.",[0 0 0 0 0],0,1,-1,4
1937,"The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment.",[0 0 0 0 1],1,"The Rev. Christopher J. Coyne, spokesman for the archdiocese, wouldn't comment Friday.",[0 0 0 0 0],0,1,-1,4
1940,Media giant Vivendi Universal EAUG.PA V.N set to work sifting through bids for its U.S. entertainment empire on Monday in a multibillion-dollar auction of some of Hollywood's best-known assets.,[0 1 0 0 0],1,Media moguls jostled for position as the deadline for bids for Vivendi Universal's U.S. entertainment empire neared on Monday in an auction of some of Hollywood's best-known assets.,[0 0 0 0 0],0,1,1,1
1949,"Although the Beatles were deeply disapproved of in the Soviet Union, their popularity knew no bounds and far outreached any other Western rock groups.",[0 0 0 1 0],1,"Although deeply disapproved of in the Soviet Union, the Beatles popularity knew no bounds and far outreached any other Western rock music.",[0 0 0 0 0],0,1,-1,3
1953,"""We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America,"" Levi Strauss Chief Executive Officer Phil Marineau said in a statement.",[0 1 0 1 0],2,"""We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America,"" said Phil Marineau, the chief executive.",[0 0 0 1 0],1,1,1,1
1955,"Global HRT sales, which are dominated by Wyeth of the US, were worth $3.8bn in 2001, according to Data- monitor, the London-based market research company.",[1 1 0 0 1],3,"Global HRT sales were worth $3.8bn (2.4bn) in 2001, according to Datamonitor, the London-based market research company.",[1 1 0 0 0],2,1,1,4
1957,"""I still want to be the candidate for guys with Confederate flags in their pickup trucks,"" he told the Register.",[0 0 0 1 0],1,"""I don't want to be the candidate for guys with Confederate flags in their pickup trucks,"" said Missouri Congressman Dick Gephardt.",[0 0 0 0 0],0,1,-1,3
1960,"Of those, 14 were passengers sitting within four seats of the SARS patient and two were flight attendants, Ryan said.",[0 0 0 1 0],1,"Fourteen of those infected passengers sat within four seats of the SARS patient and two were flight attendants, said Mike Ryan, WHO's global coordinator for anti-SARS efforts.",[0 0 0 0 0],0,1,-1,3
1964,"Four years ago, Nike was sued in state court by California activist Marc Kasky under a statute designed to protect consumers from false advertising.",[1 0 0 0 0],1,"Four years ago, California activist Marc Kasky sued Nike under a statute designed to protect consumers from false advertising.",[0 0 0 0 0],0,1,1,0
1965,"At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23.",[1 1 0 1 0],3,The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach.,[1 1 0 0 0],2,1,1,3
1967,The next court session will be when the three-judge tribunal announces its verdict in mid-February.,[1 1 0 0 0],2,The court's three-judge tribunal was expected to give its verdict next February.,[0 1 0 0 0],1,1,1,0
1974,"""We're making these commitments first and foremost because we think it's the right thing to do,"" said Michael Mudd, spokesman for the Northfield-based company.",[0 1 0 0 0],1,"""We're making these commitments first and foremost because we think it's the right thing to do,"" company spokesman Michael Mudd said yesterday.",[0 0 0 0 0],0,1,1,1
1979,"""New"" farmers say they have increased the numbers of dogs they keep for ""protection"" but former farmers say the packs are used to hunt depleted wildlife.",[1 1 0 1 0],3,"Farmers say they have increased the numbers of dogs they keep for protection, although some packs are used to hunt depleted wildlife.",[1 1 0 0 0],2,1,1,3
1982,"""Landing on an aircraft carrier doesn't make up for the loss of 2.5 million jobs in America,"" said the senator, a much-decorated Vietnam War veteran.",[1 0 0 0 0],1,"""Landing on an aircraft carrier doesn't make up for the loss of 2.7 million jobs in America,"" Kerry said.",[0 0 0 0 0],0,1,1,0
1991,"Many of the affected countries, such as Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to this hemisphere.",[1 1 0 0 1],3,"Many of the countries affected, like Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to the Western Hemisphere.",[1 1 0 0 0],2,1,-1,4
2001,"""They were an inspirational couple, selfless and courageous,"" said the Oscar-winning film director.",[0 0 0 1 0],1,"He said: “They were an inspirational couple, selfless and courageous.",[0 0 0 0 0],0,1,1,3
2007,"Bare Metal Restore 4.6 will be available in mid-June, said Veritas, and will cost $900 per Windows client and $1,000 per Unix client.",[1 1 0 1 0],3,"Available in June, Bare Metal Restore 4.6 costs $900 per Windows client and $1,000 per Unix client for new customers.",[1 1 0 0 0],2,1,-1,3
2012,"""We disagree with the judge's decision on notice for Engine Company 261,"" said a statement by Michael A. Cardozo, the city's corporation counsel.",[0 1 0 0 0],1,"He added that: ""We disagree with the judge's decision on notice for Engine Company 261.""",[0 0 0 0 0],0,1,1,1
2019,The research is set to change how the public and doctors check for melanomas.,[0 1 0 0 0],1,Now research by Melbourne's Alfred Hospital will change how the public and doctors check for melanomas.,[0 0 0 0 0],0,1,1,1
2023,"As Samudra sat down to hear the indictment, he looked over to his nine lawyers and shouted ``God is Great'' three times.",[1 0 0 0 0],1,"As he sat down to hear the indictment, Samudra looked over to his nine lawyers and shouted ""Takbir!"", or ""Proclaim!"", a religious rallying cry.",[0 0 0 0 0],0,1,1,0
2025,"""The financial diplomacy we're engaged in is the surest course to get what we want,"" Mr. Snow said.",[0 0 0 1 0],1,"""I think the financial diplomacy here of the sort that we are engaged in is the surest course to get the result we want.""",[0 0 0 0 0],0,1,-1,3
2026,"""No, what I do is I answer questions as to whether or not the help that is available is being delivered,"" Bush said.",[0 0 0 1 0],1,"""Now I want to know whether or not the help that is available is being expedited and made available.",[0 0 0 0 0],0,1,1,3
2032,A Global Crossing representative had no immediate comment.,[0 1 0 0 0],1,"Tisha Kresler, a spokeswoman for Global Crossing, declined to comment.",[0 0 0 0 0],0,1,-1,1
2045,"Prior to completion, CCG said it will also extract surplus cash of $27 million to reduce net borrowings.",[1 0 0 0 0],1,"Before completion, the group will take surplus cash of 16.5m from TCG to reduce its net borrowings.",[0 0 0 0 0],0,1,-1,0
2046,Delta personnel at Atlanta's Hartsfield-Jackson International Airport scrambled all day to find alternate flights -- including seats on other airlines -- to move the inconvenienced passengers.,[0 0 1 0 0],1,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines, when necessary -- to move the inconvenienced passengers.",[0 0 0 0 0],0,1,-1,2
2050,"That victim, a New Jersey resident, was in critical but stable condition at the hospital.",[0 1 0 0 0],1,"He was listed last night in critical but stable condition at Kings County Hospital Center, police said.",[0 0 0 0 0],0,1,-1,1
2057,"""The GPL violates the U.S. Constitution, together with copyright, antitrust  and export control laws,"" states SCO in documents filed with the U.S. District Court for Utah.",[1 0 0 1 0],2,"""The GPL violates the U.S. Constitution, together with copyright, antitrust and export control laws,"" SCO Group said in an answer filed to an IBM court filing.",[1 0 0 0 0],1,1,-1,3
2061,"The battalion has been clearing rubble, building playgrounds and restoring irrigation in Iraq, military officials told The Associated Press.",[0 0 0 1 0],1,"The 244th Engineer Battalion has been clearing rubble, building playgrounds and restoring irrigation in Iraq, the military said.",[0 0 0 0 0],0,1,-1,3
2067,"If what scientists are observing is truly seasonal change, the planet will continue to brighten for another 20 years.",[1 1 0 1 0],3,"That means that if the planet is in a season, it will continue to brighten for the next 20 years.",[1 1 0 0 0],2,1,-1,3
2071,The researchers at Imperial College London had previously shown that the hormone could suppress the appetites of lean people.,[0 0 0 1 0],1,"Bloom and his colleagues had previously shown that the hormone, PYY3-36, could curb the appetites of lean people.",[0 0 0 0 0],0,1,1,3
2086,The company had an operating loss of $56.7 million in the first half of 2003.,[0 1 0 0 0],1,"In the first half of this year, the company lost $56.7 million.",[0 0 0 0 0],0,1,1,1
2087,"The blue-chip Dow Jones industrial average <.DJI> jumped 118 points, or 1.36 percent, to 8,829.",[1 1 1 0 0],3,"In morning trading, the Dow Jones industrial average was up 121.51, or 1.4 percent, at 8,832.69.",[1 1 0 0 0],2,1,1,2
2094,"In hardest-hit Taipei, traffic has disappeared from once bustling streets, ubiquitous department stores stand mostly empty and restaurants are eerily quiet.",[1 1 0 1 0],3,"In hardest-hit Taipei, traffic has disappeared from once-bustling streets and department stores and restaurants are virtually empty.",[1 1 0 0 0],2,1,1,3
2098,"The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson, and more than 250 homes have been destroyed.",[0 0 0 1 0],1,"The Aspen fire had charred more than 12,400 acres by Monday on Mount Lemmon just north of Tucson and more than 250 homes had been destroyed.",[0 0 0 0 0],0,1,-1,3
2103,"The worm attacks Windows computers via a hole in the operating system, an issue Microsoft on July 16 had warned about.",[0 0 0 1 0],1,"The worm attacks Windows computers via a hole in the operating system, which Microsoft warned of 16 July.",[0 0 0 0 0],0,1,1,3
2108,Its second-quarter earnings per share of 22 cents was slightly better than analysts' estimates of 19 cents a share and more than double its prediction in April.,[1 1 1 0 0],3,But an earnings per share of 22 cents was slightly better than analysts' estimates of 19 cents a share and more than double what Ford had predicted in April.,[1 1 0 0 0],2,1,1,2
2114,"Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland, which made high-performance graphics computers.",[1 1 0 0 0],2,"Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers.",[0 1 0 0 0],1,1,1,0
2118,"Bush said in a statement that he ordered the U.S. Treasury Department to act following Tuesday's suicide bombing attack in Jerusalem, which killed 20 people.",[0 1 0 0 0],1,Bush said that he ordered the Treasury Department to freeze the assets after the suicide bombing in Jerusalem that killed 20 people Tuesday.,[0 0 0 0 0],0,1,-1,1
2123,"Cisco reported earnings of $987 million, or 14 cents a share, on revenue of $4.62 billion for the quarter ending in April.",[1 1 0 0 0],2,"Compared with the same quarter last year, Cisco earned $729 million, or 10 cents a share, on revenue of $4.82 billion.",[1 0 0 0 0],1,1,-1,1
2124,"""She started beating me with her hands about the head until I ran into the other room,"" Mr Gest says of one incident.",[0 0 0 1 0],1,"He adds: ""She started beating me with her hands about the head until I ran into the other room.""",[0 0 0 0 0],0,1,-1,3
2126,"After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.",[0 1 0 0 0],1,"Jackson, 45, posted a $3 million bond and returned to Las Vegas, where he is filming a music video.",[0 0 0 0 0],0,1,-1,1
2135,Vivendi argues the agreement was not approved by its board and that the payoff was inappropriate given the state of Vivendi's finances at the time.,[1 0 0 0 0],1,Vivendi argues the agreement had not been approved by the board and that the payoff was inappropriate given the state of Vivendi's finances when new CEO Jean-Rene Fourtou took over.,[0 0 0 0 0],0,1,-1,0
2141,"Congress twice passed partial birth bans, but former President Bill Clinton (news - web sites), citing the need for a health exception, vetoed both measures.",[1 0 0 0 0],1,"Congress passed the measure twice and President Bill Clinton (news - web sites), citing the lack of a health exception, vetoed it.",[0 0 0 0 0],0,1,1,0
2142,The Syrian government has had no public reaction to the clash.,[0 1 0 0 0],1,The Syrian government has said nothing in public about the raid.,[0 0 0 0 0],0,1,-1,1
2144,"""The choice was up to the dictator and he chose poorly,"" Mr Bush said.",[0 0 0 1 0],1,"At another point, Mr. Bush said: ""The choice was up to the dictator, and he chose poorly.",[0 0 0 0 0],0,1,-1,3
2153,All five suspects were charged with robbery and criminal impersonation of a police officer.,[0 1 0 0 0],1,Five 17-year-olds have been charged with robbery and impersonating a police officer.,[0 0 0 0 0],0,1,-1,1
2159,"The indictment ``strikes at one of the very top targets in the drug trafficking world,'' said U.S. Attorney Marcos Jimenez.",[0 0 0 1 0],1,"The newly unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at one of the very top targets in the drug-trafficking world,"" Jiménez said.",[0 0 0 0 0],0,1,1,3
2160,"Microsoft presented several options at the meeting, the consortium said in the statement.",[0 1 0 0 0],1,"Microsoft officials presented ""several options"" it is considering, the W3C posting said.",[0 0 0 0 0],0,1,1,1
2170,"Pressed for details, Mr Warner said: ""All six of them are dead, we were told by Harold and his group"".",[0 0 0 1 0],1,"""All six of them are dead, we were told by Harold and his group,"" Warner said.",[0 0 0 0 0],0,1,1,3
2174,"""I believe it is my duty to not only represent Australia but the people of the world as one as a stance against terrorism,"" he replied.",[0 0 0 1 0],1,"""I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism. """,[0 0 0 0 0],0,1,1,3
2175,"A draft statement, obtained by Reuters on Friday, stopped short of endorsing the U.S. charge but said some aspects of Iran's programme raised ""serious concern"".",[0 0 0 0 1],1,"The EU statement stopped short of endorsing the U.S. charge that Tehran is seeking nuclear weapons but said some aspects of Iran's programme raised ""serious concern"".",[0 0 0 0 0],0,1,1,4
2183,Ex-Bears star William 'the Refrigerator' Perry competes in the Nathan's Famous Fourth of July Hot Dog Eating Contest Friday.,[0 0 1 0 0],1,Mayor Mike Bloomberg weighs in former football star William 'The Refrigerator' Perry for the 88th annual Nathan's Famous Fourth of July Hot Dog Eating Contest.,[0 0 0 0 0],0,1,-1,2
2184,Stocks had surged on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence.,[1 1 0 0 0],2,Wall Street enjoyed a hefty rally on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence.,[1 0 0 0 0],1,1,1,1
2189,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.,[0 1 0 0 0],1,The artists say the plan will harm French culture and punish those who need help most--performers who have a hard time lining up work.,[0 0 0 0 0],0,1,-1,1
2199,"A similar Florida straw poll in 1991 brought attention to Bill Clinton, according to Democrats.",[0 1 0 0 0],1,A 1991 Florida straw poll helped catapult a little-known Bill Clinton to national prominence.,[0 0 0 0 0],0,1,-1,1
2201,"Lakhani, 68, is charged with attempting to provide material support and resources to terrorists and acting as an arms broker without a license.",[0 1 0 0 0],1,"He was charged with attempting to provide material support and resources to terrorists, and dealing arms without a licence.",[0 0 0 0 0],0,1,-1,1
2219,Salesforce.com rents software that helps corporate sales people track customer accounts and sales leads.,[1 1 0 0 0],2,The leased applications are designed to help sales people track customer accounts and sales leads.,[0 1 0 0 0],1,1,-1,0
2220,And although he has acted in period dramas before in screen versions of Jane Austens Persuasion and Charlotte Brontes Jane Eyre Henchard is a breed apart.,[1 1 0 1 0],3,"And although he has acted in period dramas before - in screen versions of Jane Austen's ""Persuasion"" and Charlotte Bronte's ""Jane Eyre"" - Henchard is a breed apart.",[0 1 0 1 0],2,1,1,0
2222,"Cintas is battling efforts to unionize 17,000 of its workers and to let unions organize the workers by signing cards, rather than by a lengthy election process.",[1 1 0 0 0],2,"Cintas is battling efforts to unionize 17,000 of its workers and labor's demands to let its workers organize by signing cards, rather than by a lengthy election process.",[0 1 0 0 0],1,1,1,0
2229,"Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario.",[0 0 0 1 1],2,"Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said that scenario is one among many that investigators are considering.",[0 0 0 0 1],1,1,-1,3
2232,"Drewes and his friend were pulling a mischievous, late-night game of ""ding-dong-ditch"" knocking on doors or ringing doorbells and running in the Woodbury neighborhood in suburban Boca Raton.",[0 1 0 0 0],1,"Drewes and a friend were playing a game of ""ding-dong-ditch"" -- ringing doorbells and running away -- in the Woodbury neighborhood in suburban Boca Raton.",[0 0 0 0 0],0,1,-1,1
2238,Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000.,[1 1 1 0 0],3,The remaining five men continue to be questioned under Section 17 of the Terrorism Act.,[1 1 0 0 0],2,1,-1,2
2247,Palm Beach County is prepared to kick in another $200 million to build the institute's campus.,[0 1 0 0 0],1,Palm Beach County is considering adding up to $200 million more in incentives.,[0 0 0 0 0],0,1,-1,1
2258,Tim Hortons' same-store sales in Canada rose by 6.7 per cent.,[1 1 1 0 0],3,"In Canada, Tim Hortons' same-store sales were up as much as 6.7 per cent.",[1 1 0 0 0],2,1,-1,2
2261,"Drug developer Inspire Pharmaceuticals Inc. (nasdaq: ISPH - news - people) tumbled $2.17, or 13.4 percent, to $13.98.",[1 1 1 0 0],3,"Drug developer Inspire Pharmaceuticals Inc. ISPH.O tumbled $2.17, or 13.4 percent, to $13.98.",[1 1 0 0 0],2,1,-1,2
2265,"Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.",[0 0 0 0 1],1,"Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.",[0 0 0 0 0],0,1,-1,4
2273,"In afternoon trading in Europe, France's CAC-40 fell 1.6 percent, Britain's FTSE 100 dropped 1.2 percent and Germany's DAX index lost 1.9 percent.",[1 1 0 1 0],3,"In Europe, France's CAC-40 fell 0.8 percent, Britain's FTSE 100 lost 0.9 percent and Germany's DAX index gave back 1 percent.",[1 1 0 0 0],2,1,-1,3
2275,"Attorney Gloria Allred, who is representing Frey, also filed documents opposing a gag order in the case.",[0 0 0 0 1],1,Attorneys for the defense and media have filed documents opposing a gag order.,[0 0 0 0 0],0,1,-1,4
2282,The tuxedo shop was used as a front for laundering proceeds from a stolen credit cards.,[1 1 0 0 0],2,Ragin and Hayes were accused of using a phony tuxedo rental business as a front for laundering proceeds from stolen credit cards.,[0 1 0 0 0],1,1,1,0
2293,"The New York Democrat and former first lady has said she will not run for the White House in 2004, but has not ruled out a race in later years.",[0 0 0 1 0],1,The former first lady has said she will not run for the White House in 2004 but has not ruled out a race later on.,[0 0 0 0 0],0,1,1,3
2297,The FBI said at least 7000 computers were infected by Parson's software.,[1 0 0 0 0],1,"At least 7000 computers were affected by Parson's worm, Assistant US Attorney Paul Luehr said.",[0 0 0 0 0],0,1,-1,0
2305,"For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.",[1 1 0 1 0],3,"For the full 12-month period, high-speed cable modem connections increased by 49 percent.",[1 1 0 0 0],2,1,-1,3
2317,"In Chatsworth, 52km north-west of Los Angeles, residents of multimillion-dollar homes there were being told to begin gathering their belongings.",[0 1 1 0 0],2,"In Chatsworth, 32 miles northwest of Los Angeles, residents of multimillion-dollar homes there were told to gather their belongings.",[0 1 0 0 0],1,1,1,2
2321,"Last May, Hatfill was struck by a vehicle being driven by an FBI employee who was tailing him in Washington's Georgetown neighborhood.",[0 1 0 0 0],1,"In May, Mr. Hatfill said he was struck by a vehicle being driven by an FBI employee who was tailing him in Georgetown.",[0 0 0 0 0],0,1,-1,1
2324,His opinion contradicts one issued in 1992 by then-Attorney General Bob Stephan.,[1 1 0 0 0],2,Kline's legal opinion differs from the interpretation issued by former Attorney General Bob Stephan in 1992.,[0 1 0 0 0],1,1,1,0
2333,"The men were flown to nearby Botswana on an Air Malawi flight, the officials said.",[1 1 0 0 0],2,"The men were immediately flown to nearby Botswana on a chartered Air Malawi flight, Malawi intelligence officials said on condition of anonymity.",[1 0 0 0 0],1,1,-1,1
2350,"By comparison, the proportion of people with a BMI of 50 or above increased by a factor of five — from about 1 in 2,000 to one in 400.",[1 1 1 0 0],3,"Those with a BMI of 50 or greater, sometimes called super obesity, increased by a factor of five, from one in 2,000 to one in 400.",[1 1 0 0 0],2,1,1,2
2358,"Responding to speculation that she was ready to retire, Justice Sandra Day O'Connor indicated today that she would serve out the next term of the Supreme Court.",[0 0 0 1 0],1,"Justice Sandra Day O'Connor said today that she would serve out the next term of the Supreme Court, dismissing speculation that she was ready to retire.",[0 0 0 0 0],0,1,1,3
2366,The North Shore Long Island Jewish Health System in New York announced plans for a tissue bank this month.,[1 1 1 0 0],3,North Shore-Long Island Jewish Health System announced plans for a tissue bank earlier this month.,[1 1 0 0 0],2,1,1,2
2370,"Smith said simply ""Oh, my God,"" in the seconds afterward, according to Weinshall.",[1 0 0 0 0],1,"In the seconds after the crash, she added, Captain Smith said simply, ""Oh my God.""",[0 0 0 0 0],0,1,1,0
2371,"Lower courts have splintered on the issue, allowing depictions of the Ten Commandments in some instances and not in others.",[0 1 0 0 0],1,"Appellate courts across the country have issued differing rulings on the issue, allowing public displays of the Ten Commandments in some cases and banning them in others.",[0 0 0 0 0],0,1,-1,1
2375,Pork processing giant Smithfield Foods Inc. said Monday that it won the bidding in an auction for bankrupt Farmland Industries Inc.'s pork business.,[0 0 0 1 0],1,Meat giant Smithfield Foods Inc. has won a bidding war to buy a bankrupt Midwestern pork producer.,[0 0 0 0 0],0,1,-1,3
2381,Prosecutors say Mzoudi was involved in the preparations for the attack until the final moment and that he was aware of and supported the attackers' violent goals.,[0 1 0 0 0],1,The indictment charges that Mzoudi was involved in preparations for the attack until the end and was aware of and supported the attackers' violent goals.,[0 0 0 0 0],0,1,-1,1
2384,"The new effort, Taxpayers Against the Recall, will be formally launched today outside a Sacramento fire station.",[1 1 0 0 1],3,"Called ""Taxpayers Against the Recall,"" it was to be launched Wednesday afternoon outside a Sacramento fire station.",[1 1 0 0 0],2,1,-1,4
2385,He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas.,[1 0 0 0 0],1,Justice Anthony M. Kennedy dissented in an opinion joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas.,[0 0 0 0 0],0,1,-1,0
2387,All five suspects were charged with robbery and criminal impersonation of a police officer.,[0 1 0 0 0],1,"The teens are being held on charges of robbery and criminal impersonation of a police officer, sources said.",[0 0 0 0 0],0,1,1,1
2389,"India has also in the past blamed Pakistan-based militants fighting Indian rule in Kashmir, its only Muslim-majority state, for bombs and other attacks.",[1 1 0 0 1],3,"India blamed that and other attacks on Pakistan-based militants fighting Indian rule in Kashmir, its only Muslim-majority state.",[1 1 0 0 0],2,1,-1,4
2392,"""This legislation benefits the entire state of Illinois, every town, every city, every citizen,"" Blagojevich told the crowd of political heavyweights at O'Hare.",[0 0 0 1 0],1,"""The legislation I'm proud to sign today benefits the entire state of Illinois, every town, every city, every citizen.",[0 0 0 0 0],0,1,1,3
